#GRM21BR72A104KAC4  |X| series
#XUnit:Frequency[Hz], YUnit:Reactance[ohm]
100000,16.210630786021
102788.70110918372,15.77377703986643
105655.17075713108,15.348696172130502
108601.57767594514,14.935068305454063
111630.15107718526,14.53258236641401
114743.18233845817,14.140935861987561
117943.02673704346,13.75983465937197
121232.10523186425,13.38899276903942
124612.90629515205,13.028132130950704
128087.987795191,12.676982403892726
131659.9789315666,12.335280757943602
135331.58222438226,12.002771670103709
139105.5755589495,11.679206723161602
142984.81428749833,11.364344407888478
146972.23338949808,11.057949928674985
151070.8496922231,10.75979501273787
155283.7641532434,10.46965772303247
159614.16420656713,10.187322275009887
164065.32617421,9.912578857355419
168640.6177450161,9.645223456837474
173343.50052260564,9.385057687385347
178177.5326443774,9.131888623499181
183146.37147354736,8.885528638077924
188253.77636625993,8.645795244731548
193503.61151586607,8.412510944622657
198899.8488765196,8.185503077860742
204446.57116830384,7.964603679450872
210147.9749661624,7.749649339776956
216008.37387497092,7.540481069579686
222032.2017931519,7.336944169370225
228224.0162673026,7.138888103203756
234588.50194037252,6.946166376721468
241130.4740960012,6.75863641935698
247854.8823016963,6.576159470591869
254766.81415360977,6.398600470136551
261871.4991257435,6.225827951906171
269174.31252649915,6.057713941656726
276680.7795655633,5.894133858143943
284396.5795342063,5.734966417666927
292327.55010215734,5.580093541859055
300479.69173430576,5.429400268591047
308859.17223057215,5.282774665854189
317472.3313923818,5.140107748496278
326325.6858192726,5.001293397687758
335425.9338392661,4.866228283001223
344779.96057673154,4.734811786993745
354394.84316157806,4.606945932187545
364277.85608371487,4.48253531035132
374436.4766968321,4.36148701399071
384878.3908756651,4.2437105699629
395611.4988310233,4.129117875136238
406643.9210869824,4.0176231340215525
417984.00462476327,3.9091427983070868
429640.32919794455,3.803595508233756
441621.7138237883,3.700902035751673
453937.2234555885,3.6009852294026024
466596.17584109225,3.503769960875968
479608.14857218147,3.409183073188516
492982.9863311494,3.3171533304395333
506730.8083390533,3.227611369094648
520862.01601178007,3.1404896507518596
535387.3008296173,3.0557224163434324
550317.6524262817,2.9732456417268396
565664.3669035273,2.8929969946169494
581439.055377623,2.8149157928104414
597653.6527641661,2.738942963651845
614320.4268078775,2.6650210046888727
631451.987364211,2.59309394546298
649061.2959397994,2.523107310379366
667161.6754989547,2.455008082599128
685766.8205436427,2.3887446688950655
704890.8074745572,2.3242668654118797
724548.1052411343,2.261525824271198
744753.5862885636,2.200474020962267
765522.5378100782,2.1410652224601625
786870.6733130394,2.0832544560151676
808814.1445075616,2.0269979785594745
831369.5535266787,1.972253246680675
854553.9654872931,1.918978887115506
878384.9214014106,1.8671346677219522
902880.4514474344,1.816681468893072
928059.088611552,1.767581255381579
953939.8827095424,1.7197970485102172
980542.4147996096,1.673292898749161
1007886.811997143,1.6280338586478944
1035993.7627026236,1.5839859561150742
1064884.5322541862,1.5411161680456937
1094580.9790166845,1.499392394300232
1125105.5709194369,1.458783432045238
1156481.402455155,1.4192589504690274
1188732.2121529256,1.3807894658894921
1221882.4005384585,1.3433463172736906
1255957.0485951952,1.3069016421906698
1290981.9367402403,1.2714283532199337
1326983.5643294768,1.2369001148381367
1363989.1697066186,1.2032913208060498
1402026.750811373,1.1705770720765831
1441125.0863623023,1.1387331552427933
1481313.7576304127,1.107736021542543
1522623.170819943,1.0775627664336875
1565084.5800732872,1.048191109750733
1608730.1111174547,1.0195993764506786
1653592.7855699598,0.9917664779525375
1699706.545922531,0.9646718940717522
1747106.281221541,0.9382956555475715
1795827.853464585,0.9126183271584885
1845908.124733182,0.8876209914180065
1897384.9850821288,0.8632852328405415
1950297.3812065995,0.8395931227650129
2004685.345908689,0.8165272047217893
2060590.0283856883,0.7940704803270432
2118053.725363009,0.7722063956873276
2177119.9130953145,0.7509188282962183
2237833.2802600623,0.7301920744041953
2300239.761768357,0.7100108368425618
2364386.573518676,0.6903602132820441
2430322.2481197827,0.6712256849067867
2498096.671609838,0.6525931054847205
2567761.121199503,0.6344486908157129
2639368.304067582,0.6167790085394335
2712972.3972385586,0.5995709682855337
2788629.0885721985,0.5828118121494649
2866395.6188962315,0.5664891054779966
2946330.8253139844,0.5505907279493422
3028495.1857197373,0.5351048649335478
3112950.8645554795,0.5200199991196295
3199761.7598436824,0.5053249023966827
3288993.55153168,0.4910086279769378
3380713.751184225,0.477060502749389
3474991.7530618263,0.4634701198532774
3571898.8866235046,0.45022733146126115
3671508.470493696,0.43732224176262424
3773895.8679341273,0.42474520013732797
3879138.5438626455,0.4124867945120958
3987316.123462116,0.4005378448900718
4098510.4524237663,0.38888939704588205
4212805.658870518,0.37753271637817704
4330288.217007196,0.3664592819119507
4451047.012545724,0.3556607804431288
4575173.409954877,0.34512910081807224
4702761.321585367,0.33485632834082846
4833907.278722681,0.32483473930110085
4968710.504621333,0.315056795616085
5107272.989575837,0.3055151395794916
5249699.568085179,0.2962025887112731
5396097.998169184,0.2871121307017774
5546579.042896769,0.27823691844429504
5701256.554187783,0.2695702651502112
5860247.558951827,0.2611056395412549
6023672.347629229,0.2528366611136231
6191654.565201159,0.24475709546905045
6364321.304737748,0.23686084970819593
6541803.203554986,0.22914196788200275
6724234.542053141,0.22159462649695577
6911753.345311492,0.21421313007040355
7104501.4875162365,0.20699190673230738
7302624.799300576,0.19992550386992403
7506273.178078197,0.19300858381201458
7715600.701453624,0.18623591954917637
7930765.743795249,0.17960239048681687
8151931.096059229,0.17310297822711868
8379264.0889549265,0.16673276237606668
8612936.719545046,0.1604869163712226
8853125.781376285,0.1543607033254217
9100012.998238957,0.14834947188092892
9353785.16165671,0.14244865206781593
9614634.272210494,0.13665375115939019
9882757.684803586,0.1309603495164181
10158358.257977644,0.12536409641061616
10441644.50739272,0.11986070581641066
10732830.763587404,0.11444595215827705
11032137.33413838,0.10911566599901838
11339790.670342166,0.10386572965209573
11656023.538545111,0.09869207269853734
11981075.196251236,0.09359066738595831
12315191.57314123,0.0885575238837409
12658625.45713952,0.0835886853643919
13011636.685670184,0.07868022287634743
13374492.342246424,0.07382822996795126
13747466.958542343,0.06902881701578086
14130842.72209988,0.06427810520275536
14524909.689828089,0.059572220082268326
14929966.007456258,0.05490728465365154
15346318.135106944,0.050279411861216323
15774281.079159534,0.045684696413503444
16214178.630579814,0.041119205800658205
16666343.609895824,0.036578970365409386
17131118.11900536,0.032059972256224936
17608853.800005626,0.02755813305898946
18099912.10124092,0.023069299865071367
18604664.550769508,0.018589229487940274
19123493.03745673,0.014113570486687165
19656790.099906955,0.009637842592362387
20204959.22345298,0.005157413062282662
20768415.145427532,0.0006674694103956761
21347584.16894795,0.003837012116162178
21942904.48545133,0.008361303011260162
22554826.506224237,0.012910964664341891
23183813.203177776,0.017491896878103076
23830340.459125876,0.022110393220794847
24494897.42783178,0.0267732031515971
25177986.90409513,0.03148759971070912
25880125.704159778,0.03626144926329666
26601845.056729805,0.04110327531600737
27343691.004890185,0.04602229988037911
28106224.81923531,0.05102842961420475
28890023.42251901,0.0561321230634043
29695679.826146223,0.061344016234091005
30523803.57883763,0.0666740700343814
31375021.22780571,0.07212978324036007
32249976.792792182,0.0777125892511317
33149332.25332425,0.083410741771183
34073768.04955973,0.08918550146525378
35023983.59709846,0.09494498338439913
36000697.8161511,0.10049725162029487
37004649.67546397,0.10547654543835885
38036598.7514132,0.1092651709380892
39097325.8026896,0.11103636036917164
40187633.3610104,0.11020421454396667
41308346.33830356,0.10733943658759211
42460312.65082532,0.10446626193951625
43644403.860681735,0.10363958785548526
44861515.83524121,0.10547320274295496
46112569.42493519,0.109381213139799
47398511.15996151,0.11449739414517239
48720313.96641589,0.12014394657804899
50078977.9023951,0.1258821892604524
51475530.9146271,0.13143547328542826
52911029.61620148,0.1366166023649486
54386560.08598905,0.14128618487227637
55903238.69035387,0.14533810547650305
57462212.927781425,0.14870473943618612
59064662.297059946,0.1513747116144036
60711799.189673714,0.15341409694516173
62404869.807081506,0.15497898312633937
64145155.10357628,0.15630745268215154
65933971.7554373,0.15768616726136872
67772673.15711011,0.15939947761096565
69662650.44516586,0.16167927787525502
71605333.55081703,0.16467350596592126
73602192.28178331,0.16844061077311281
75654737.43432899,0.17296498210369213
77764521.93631011,0.17818214252116862
79933142.02209945,0.18400356442117588
82162238.4402751,0.19033556622215386
84453497.69498928,0.19709104511415454
86808653.32195385,0.20419523484577054
89229487.20001069,0.2115874170242962
91717830.89927629,0.21922032121910795
94275567.06688371,0.22705844760067584
96904630.85136709,0.2350760634873415
99607011.36676948,0.24325527151459558
102384753.1975794,0.2515843243762759
105239957.94563524,0.2600562361767109
108174785.82016976,0.26866767833443905
111191457.27219386,0.2774181222039294
114292254.67446116,0.2863091839541647
117479524.04827888,0.2953441296513234
120755676.83847705,0.30452750443115956
124123191.73787393,0.31386485634682765
127584616.56262232,0.32336253169252516
131142570.17985187,0.3330275238777103
134799744.48906955,0.34286736218975244
138558906.45881298,0.35289003012877906
142422900.22010282,0.3631039055764916
146394649.21827236,0.37351771702378334
150477158.42480806,0.3841405115656887
154673516.61086872,0.3949816314883194
158986898.6842096,0.4060506971097471
163420568.09127283,0.41735759416369705
167977879.28626862,0.4289124644837994
172662280.269108,0.44072569909618353
177477315.19411463,0.4528079330891033
182426627.0514823,0.465170041822002
187513960.42351356,0.4778231381796073
192743164.3177183,0.49077857068160957
198118195.07892215,0.5040479223346134
203643119.382583,0.5176430101673368
209322117.3115813,0.5315758854279183
215159485.51881632,0.5458588344476941
221159640.47799343,0.5605043801921327
227327121.8250701,0.5755252845291994
233666595.79288116,0.5909345512501342
240182858.7415492,0.6067454298789892
246880840.78734383,0.6229714203063677
253765609.5327427,0.6396262782806021
260842373.90050903,0.6567240217866788
268116488.07469383,0.6742789383401848
275593455.55153716,0.6923055932206632
283278933.3033408,0.7108188386664012
291178736.0584547,0.729833824050865
299298840.70062417,0.7493660070599949
307645390.79101634,0.7694311658892002
316224701.2163582,0.7900454124793683
325043262.96669143,0.8112252068122131
334107748.0463708,0.8329873722870039
343425014.5220085,0.8553491122027607
353002111.71119833,0.8783280273725409
362846285.5159303,0.9019421348990718
372964983.9047451,0.9262098881437931
383365862.54776347,0.9511501979241201
394056790.6088645,0.9767824549763481
405045856.6993879,1.003126553724004
416341374.9978662,1.0302029173935003
427951891.54042274,1.0580325245207023
439886190.686583,1.0866369368932685
452153301.765406,1.1160383289746743
464762505.9069485,1.146259518856362
477723343.06424594,1.1773240007849357
491045619.2311078,1.2092559793115303
504739413.86120415,1.2420804051108654
518815087.49403864,1.2758230125180292
533283289.59359777,1.3105103588322038
548154966.6055856,1.346169865438329
563441370.2393615,1.3828298608007934
579154065.9808261,1.4205196253875594
595304941.8427166,1.4592694385894214
611906217.3589095,1.499110627707398
628970452.829562,1.5400756190922344
646510558.8240576,1.5821979915336672
664539805.9489743,1.6255125320141948
683071834.8884403,1.6700552939625373
702120666.7244962,1.715863658166375
721700713.54525,1.7629763965322933
741826789.3488737,1.8114337389136186
762514121.2516674,1.861277443263865
783778361.0086946,1.9125508694153825
805635596.8556867,1.9652990568291646
828102365.6811796,2.0195688067132482
851195665.5381079,2.075408768963596
874932968.5042924,2.1328695344428703
899332233.9015862,2.1920037331799183
924411921.883646,2.2528661391455302
950191007.4026424,2.31551378233963
976688994.5654432,2.380006069011044
1003925931.3901656,2.4464049109251813
1031922424.9742258,2.5147748646974994
1060699657.0853982,2.585183282323382
1090279400.187646,2.657700474159115
1120684033.9138813,2.7323998857463008
1151936561.998082,2.8093582900248624
1184060629.679616,2.8886559966511096
1217080541.5928984,2.9703770803294196
1251021280.1559596,3.054609630283115
1285908524.4717927,3.141446023235526
1321768669.7568264,3.230983222551389
1358628847.3111773,3.323323106506346
1396516945.0458348,3.418572829015287
1435461628.582266,3.5168452165651205
1475492362.940447,3.6182592055732585
1516639434.8316877,3.7229403249380906
1558933975.573156,3.831021229174221
1602407984.6414073,3.9426422882439733
1647094353.8827498,4.057952241023434
1693026892.3987815,4.177108920291009
1740240352.1258843,4.30028005821752
1788770454.1280825,4.4276441825898445
1838653915.6231017,4.559391615436298
1889928477.7621343,4.695725587365928
1942632934.1842651,4.836863482809193
1996807160.3672311,4.983038233478871
2052492143.796651,5.134499879776353
2109730014.9766183,5.291517322564108
2168564079.305052,5.454380290705764
2229038849.837993,5.6234015530142845
2291200080.96756,5.798919406671676
2355094803.0391226,5.981300477646628
2420771357.933801,6.170942871874911
2488279435.6433043,6.368279718532713
2557670111.8646784,6.573783147874847
2628995886.643511,6.787968744609431
2702310724.0947313,7.011400511667739
2777670093.2311535,7.244696365350687
2855131009.9305534,7.488534156149344
2934752080.073137,7.7436581619973435
3016593543.8819275,8.010885919431669
3100717321.499726,8.291115122436581
3187187059.837042,8.585330095281854
3276068180.7264757,8.894606980426977
3367427930.420012,9.220116187558082
3461335430.4665956,9.56311968094439
3557861730.0085893,9.924959102387394
3657079859.53656,10.307028144441494
3759064886.143192,10.710718356019234
3863893970.3180017,11.137320614203764
3971646424.325945,11.587853098319288
4082403772.213976,12.062768010220545
4196249811.491069,12.561459397863382
4313270676.528236,13.081447900963454
4433554903.726679,13.617050513215025
4557193498.503172,14.157259431419694
4684280004.143581,14.682495028657572
4814910572.576402,15.16001274078943
4949184037.120047,15.538438207115844
5087201987.258755,15.744021616149997
5229068845.503859,15.685690216221897
5374891946.398403,15.281263240275468
5524781617.725044,14.512867645061547
5678851263.9785185,13.488085650187504
5837217452.165985,12.440169854450264
6000000000,11.628307155311333
#GRM21BR72A104KAC4  R series
#XUnit:Frequency[Hz], YUnit:Resistance[ohm]
100000,0.16890647637744385
102788.70110918372,0.16482903267219776
105655.17075713108,0.16082760721107103
108601.57767594514,0.15690174248786412
111630.15107718526,0.1530511677022697
114743.18233845817,0.14927577221955202
117943.02673704346,0.14557557886352088
121232.10523186425,0.14195071736743062
124612.90629515205,0.13840139829648404
128087.987795191,0.1349278877390729
131659.9789315666,0.13153048304210385
135331.58222438226,0.12820948983945515
139105.5755589495,0.12496520059225473
142984.81428749833,0.1217978748264146
146972.23338949808,0.11870772121727358
151070.8496922231,0.11569488163452868
155283.7641532434,0.11275941722366033
159614.16420656713,0.10990129656368851
164065.32617421,0.10712038590637922
168640.6177450161,0.1044164414693661
173343.50052260564,0.10178910372601156
178177.5326443774,0.09923789360858354
183146.37147354736,0.09676221051870841
188253.77636625993,0.09436133202054152
193503.61151586607,0.09203441507754782
198899.8488765196,0.08978049868330513
204446.57116830384,0.08759850773007295
210147.9749661624,0.08548725795590287
216008.37387497092,0.08344546181132372
222032.2017931519,0.08147173508990645
228224.0162673026,0.07956460417278602
234588.50194037252,0.07772251374509169
241130.4740960012,0.07594383485179347
247854.8823016963,0.0742268731713031
254766.81415360977,0.07256987739686407
261871.4991257435,0.0709710476278903
269174.31252649915,0.0694285436858253
276680.7795655633,0.06794049328128789
284396.5795342063,0.06650499997107588
292327.55010215734,0.06512015085496878
300479.69173430576,0.0637840239727128
308859.17223057215,0.0624946953712925
317472.3313923818,0.061250245821312
326325.6858192726,0.06004876716897724
335425.9338392661,0.05888836831689559
344779.96057673154,0.057767180832476436
354394.84316157806,0.05668336418737259
364277.85608371487,0.055635110634979466
374436.4766968321,0.05462064973569152
384878.3908756651,0.05363825254142735
395611.4988310233,0.05268623545188846
406643.9210869824,0.05176296375530399
417984.00462476327,0.05086685486601644
429640.32919794455,0.04999638127031331
441621.7138237883,0.049150073190522885
453937.2234555885,0.048326520975620735
466596.17584109225,0.04752437722456089
479608.14857218147,0.046742358646350575
492982.9863311494,0.0459792476586459
506730.8083390533,0.04523389372440367
520862.01601178007,0.044505214424066214
535387.3008296173,0.04379219625889715
550317.6524262817,0.04309389517955418
565664.3669035273,0.04240943683288033
581439.055377623,0.04173801651924011
597653.6527641661,0.04107889885260898
614320.4268078775,0.04043141711613512
631451.987364211,0.03979497230693582
649061.2959397994,0.03916903186562002
667161.6754989547,0.03855312808833884
685766.8205436427,0.037946856222024324
704890.8074745572,0.037349872246895253
724548.1052411343,0.03676189035410838
744753.5862885636,0.036182680130614917
765522.5378100782,0.0356120634676378
786870.6733130394,0.03504991121365224
808814.1445075616,0.034496139597154224
831369.5535266787,0.033950706448688764
854553.9654872931,0.033413607255472315
878384.9214014106,0.03288487108529182
902880.4514474344,0.032364556419128665
928059.088611552,0.031852746933986556
953939.8827095424,0.03134954727863933
980542.4147996096,0.030855078885399588
1007886.811997143,0.030369475860515062
1035993.7627026236,0.029892880994423058
1064884.5322541862,0.029425441930875696
1094580.9790166845,0.028967307530964367
1125105.5709194369,0.0285186244643831
1156481.402455155,0.028079534056014693
1188732.2121529256,0.027650169411208195
1221882.4005384585,0.02723065283809332
1255957.0485951952,0.02682109358007982
1290981.9367402403,0.026421585866450003
1326983.5643294768,0.026032207283839922
1363989.1697066186,0.025653017466498774
1402026.750811373,0.02528405709864882
1441125.0863623023,0.024925347218146543
1481313.7576304127,0.02457688880699224
1522623.170819943,0.024238662651158736
1565084.5800732872,0.02391062944969263
1608730.1111174547,0.023592730151117097
1653592.7855699598,0.023284886493823202
1699706.545922531,0.022987001726343017
1747106.281221541,0.022698961483128877
1795827.853464585,0.02242063479165262
1845908.124733182,0.022151875187259217
1897384.9850821288,0.021892521913159838
1950297.3812065995,0.021642401184215208
2004685.345908689,0.021401327494634803
2060590.0283856883,0.021169104951368038
2118053.725363009,0.02094552861672702
2177119.9130953145,0.020730385845594466
2237833.2802600623,0.020523457604399137
2300239.761768357,0.02032451976084629
2364386.573518676,0.02013334433512045
2430322.2481197827,0.01994970070493225
2498096.671609838,0.019773356758308932
2567761.121199503,0.019604079989441518
2639368.304067582,0.019441638534165282
2712972.3972385586,0.019285802142786558
2788629.0885721985,0.01913634308894207
2866395.6188962315,0.018993037014029806
2946330.8253139844,0.018855663707451453
3028495.1857197373,0.0187240078234907
3112950.8645554795,0.018597859536114245
3199761.7598436824,0.018477015133342507
3288993.55153168,0.018361277553102472
3380713.751184225,0.018250456862663748
3474991.7530618263,0.018144370683881635
3571898.8866235046,0.01804284456654255
3671508.470493696,0.017945712312138547
3773895.8679341273,0.017852816250405426
3879138.5438626455,0.017764007470954794
3987316.123462116,0.01767914601231539
4098510.4524237663,0.01759810101070177
4212805.658870518,0.017520750810832948
4330288.217007196,0.017446983041159186
4451047.012545724,0.0173766946559085
4575173.409954877,0.017309791946447575
4702761.321585367,0.017246190524565067
4833907.278722681,0.01718581528042454
4968710.504621333,0.017128600318097643
5107272.989575837,0.017074488871775168
5249699.568085179,0.01702343320595597
5396097.998169184,0.016975394503123672
5546579.042896769,0.016930342742636415
5701256.554187783,0.016888256574765424
5860247.558951827,0.016849123194016973
6023672.347629229,0.016812938216054896
6191654.565201159,0.01677970556269952
6364321.304737748,0.016749437359613394
6541803.203554986,0.016722153851388078
6724234.542053141,0.01669788333882133
6911753.345311492,0.016676662143224486
7104501.4875162365,0.016658534602624023
7302624.799300576,0.016643553104731822
7506273.178078197,0.01663177816156076
7715600.701453624,0.016623278530565434
7930765.743795249,0.01661813138721168
8151931.096059229,0.016616422553928364
8379264.0889549265,0.016618246790496012
8612936.719545046,0.01662370815109285
8853125.781376285,0.01663292041347232
9100012.998238957,0.016646007586106903
9353785.16165671,0.016663104499629707
9614634.272210494,0.016684357489561104
9882757.684803586,0.016709925178155165
10158358.257977644,0.01673997936427566
10441644.50739272,0.01677470603155333
10732830.763587404,0.016814306486734126
11032137.33413838,0.016858998642162497
11339790.670342166,0.01690901845882181
11656023.538545111,0.016964621569368267
11981075.196251236,0.017026085104251396
12315191.57314123,0.017093709748452757
12658625.45713952,0.017167822061766626
13011636.685670184,0.017248777102114993
13374492.342246424,0.017336961399411793
13747466.958542343,0.017432796337331673
14130842.72209988,0.017536742012457807
14524909.689828089,0.017649301655285735
14929966.007456258,0.017771026716226455
15346318.135106944,0.017902522743109127
15774281.079159534,0.018044456206083213
16214178.630579814,0.018197562463052222
16666343.609895824,0.01836265510622975
17131118.11900536,0.0185406369913061
17608853.800005626,0.018732513329402983
18099912.10124092,0.018939407324411926
18604664.550769508,0.01916257897261917
19123493.03745673,0.01940344781903274
19656790.099906955,0.01966362070135706
20204959.22345298,0.01994492583040764
20768415.145427532,0.02024945498663463
21347584.16894795,0.020579616201852675
21942904.48545133,0.020938200109175863
22554826.506224237,0.02132846427886897
23183813.203177776,0.02175424145535709
23830340.459125876,0.022220079882048358
24494897.42783178,0.022731427161875876
25177986.90409513,0.02329487382815941
25880125.704159778,0.02391847971034584
26601845.056729805,0.02461221635336137
27343691.004890185,0.025388573797767135
28106224.81923531,0.02626340228379504
28890023.42251901,0.027257092080019356
29695679.826146223,0.028396241336962363
30523803.57883763,0.02971602483202391
31375021.22780571,0.031263549269363866
32249976.792792182,0.033102525864863536
33149332.25332425,0.03531947369130081
34073768.04955973,0.03803097320422498
35023983.59709846,0.0413890561178963
36000697.8161511,0.04557473983536825
37004649.67546397,0.05075234129839948
38036598.7514132,0.05692646601933651
39097325.8026896,0.06363742696902171
40187633.3610104,0.06962139685489806
41308346.33830356,0.07308255378406996
42460312.65082532,0.07307625766359127
43644403.860681735,0.07052388086524333
44861515.83524121,0.06725658007304332
46112569.42493519,0.0646043583947332
47398511.15996151,0.06308324562889886
48720313.96641589,0.06272491634212167
50078977.9023951,0.06338283751527128
51475530.9146271,0.06487414656667251
52911029.61620148,0.06701950188012624
54386560.08598905,0.06964081022415006
55903238.69035387,0.07254706196225466
57462212.927781425,0.07552248485848183
59064662.297059946,0.07832551620981697
60711799.189673714,0.08070425450558168
62404869.807081506,0.08242909328583645
64145155.10357628,0.08333486028272913
65933971.7554373,0.08335671173388394
67772673.15711011,0.08254316783264722
69662650.44516586,0.08103932048070778
71605333.55081703,0.07904776209790772
73602192.28178331,0.07678381867471426
75654737.43432899,0.07444013824646238
77764521.93631011,0.07216737794161353
79933142.02209945,0.07006966857292561
82162238.4402751,0.06820959379767527
84453497.69498928,0.06661730573012407
86808653.32195385,0.06530008313196449
89229487.20001069,0.06425047440418272
91717830.89927629,0.06345245502150194
94275567.06688371,0.062885711723382
96904630.85136709,0.06252842718897512
99607011.36676948,0.062358973214156246
102384753.1975794,0.062356859587353174
105239957.94563524,0.06250320102640823
108174785.82016976,0.06278088676286861
111191457.27219386,0.06317457637263542
114292254.67446116,0.06367060145556767
117479524.04827888,0.06425682264710739
120755676.83847705,0.06492247157123597
124123191.73787393,0.06565799460535177
127584616.56262232,0.06645490737169427
131142570.17985187,0.06730566403361096
134799744.48906955,0.06820354263006743
138558906.45881298,0.06914254608407752
142422900.22010282,0.0701173176890525
146394649.21827236,0.07112306950539934
150477158.42480806,0.07215552199617424
154673516.61086872,0.07321085327660345
158986898.6842096,0.07428565647571769
163420568.09127283,0.07537690386620952
167977879.28626862,0.07648191658604585
172662280.269108,0.07759833893848989
177477315.19411463,0.07872411640888878
182426627.0514823,0.07985747667362232
187513960.42351356,0.0809969129980794
192743164.3177183,0.08214116952670426
198118195.07892215,0.08328922806000831
203643119.382583,0.08444029599219273
209322117.3115813,0.08559379515000007
215159485.51881632,0.08674935132992236
221159640.47799343,0.0879067843781653
227327121.8250701,0.08906609869695714
233666595.79288116,0.09022747409294804
240182858.7415492,0.09139125690952411
246880840.78734383,0.09255795140574022
253765609.5327427,0.09372821136103775
260842373.90050903,0.09490283189768746
268116488.07469383,0.09608274152262276
275593455.55153716,0.09726899439759108
283278933.3033408,0.09846276285188164
291178736.0584547,0.09966533015573513
299298840.70062417,0.10087808357533956
307645390.79101634,0.10210250773238712
316224701.2163582,0.10334017829285685
325043262.96669143,0.10459275601120532
334107748.0463708,0.10586198115774444
343425014.5220085,0.10714966835879139
353002111.71119833,0.1084577018813295
362846285.5159303,0.10978803139649419
372964983.9047451,0.11114266825923863
383365862.54776347,0.11252368234504748
394056790.6088645,0.11393319948853133
405045856.6993879,0.11537339957308633
416341374.9978662,0.1168465153254811
427951891.54042274,0.11835483187411974
439886190.686583,0.11990068713470832
452153301.765406,0.12148647309201521
464762505.9069485,0.12311463805118
477723343.06424594,0.12478768993652121
491045619.2311078,0.12650820071981256
504739413.86120415,0.1282788120634975
518815087.49403864,0.1301022422671501
533283289.59359777,0.1319812946076248
548154966.6055856,0.1339188671647438
563441370.2393615,0.13591796422506405
579154065.9808261,0.13798170935633175
595304941.8427166,0.14011336024477838
611906217.3589095,0.14231632538668113
628970452.829562,0.1445941827248112
646510558.8240576,0.1469507003198839
664539805.9489743,0.14938985914729502
683071834.8884403,0.15191587811070892
702120666.7244962,0.1545332413669865
721700713.54525,0.15724672806202852
741826789.3488737,0.16006144458499671
762514121.2516674,0.16298285945961796
783778361.0086946,0.1660168410066227
805635596.8556867,0.16916969793136183
828102365.6811796,0.17244822301609924
851195665.5381079,0.17585974012798192
874932968.5042924,0.17941215479202216
899332233.9015862,0.18311400862436378
924411921.883646,0.18697453797537583
950191007.4026424,0.1910037371956948
976688994.5654432,0.19521242701215813
1003925931.3901656,0.199612328585822
1031922424.9742258,0.20421614392222084
1060699657.0853982,0.20903764341644274
1090279400.187646,0.2140917614442808
1120684033.9138813,0.21939470105815947
1151936561.998082,0.22496404901562547
1184060629.679616,0.23081890256248186
1217080541.5928984,0.23698000961654297
1251021280.1559596,0.2434699242568613
1285908524.4717927,0.25031317972364703
1321768669.7568264,0.25753648148408004
1358628847.3111773,0.265168923328506
1396516945.0458348,0.27324222994227576
1435461628.582266,0.28179102996536093
1475492362.940447,0.29085316422302565
1516639434.8316877,0.3004700346085296
1558933975.573156,0.31068700005056876
1602407984.6414073,0.321553827138029
1647094353.8827498,0.3331252043449004
1693026892.3987815,0.3454613304517175
1740240352.1258843,0.35862858976265255
1788770454.1280825,0.37270032915259516
1838653915.6231017,0.38775775495090425
1889928477.7621343,0.4038909713112608
1942632934.1842651,0.421200186199371
1996807160.3672311,0.43979711666922566
2052492143.796651,0.4598066319727539
2109730014.9766183,0.4813686816174991
2168564079.305052,0.5046405662195996
2229038849.837993,0.5297996225053576
2291200080.96756,0.557046410893572
2355094803.0391226,0.5866085157969487
2420771357.933801,0.6187450965101615
2488279435.6433043,0.6537523621625041
2557670111.8646784,0.6919701901887959
2628995886.643511,0.7337901674506636
2702310724.0947313,0.7796654110221395
2777670093.2311535,0.8301226278308286
2855131009.9305534,0.8857770070846281
2934752080.073137,0.9473507179449397
3016593543.8819275,1.0156960224754146
3100717321.499726,1.0918243311159737
3187187059.837042,1.176942952437156
3276068180.7264757,1.2725018571427413
3367427930.420012,1.3802535347503089
3461335430.4665956,1.5023300261316286
3557861730.0085893,1.6413425254785767
3657079859.53656,1.8005106037538046
3759064886.143192,1.9838300849966364
3863893970.3180017,2.196290682838815
3971646424.325945,2.4441559650902165
4082403772.213976,2.735317212299847
4196249811.491069,3.0797248913721393
4313270676.528236,3.4898769393957734
4433554903.726679,3.98128076151555
4557193498.503172,4.572663185769752
4684280004.143581,5.285401697709891
4814910572.576402,6.1410772446357305
4949184037.120047,7.155140641067888
5087201987.258755,8.323824656921552
5229068845.503859,9.602519222651413
5374891946.398403,10.88147003219616
5524781617.725044,11.982343530269429
5678851263.9785185,12.71124290060699
5837217452.165985,12.966169188765672
6000000000,12.815023369903962
